ssn,orgno
06825596346,310858722
14835797326,310860778
30907195259,310861405
30837297555,310861421
11879897736,310863726
09846898163,310864277
20917198749,310864471
07916099929,310864854
04816995596,310865117
23866795193,310866067
26865096797,310866326
12833048145,310866687
07825998874,310866873
10915597306,310869767
18904699655,310869929
08827898768,310870323
12906899386,310870641
13888398737,310870846
14867298151,310871478
17877396169,310871877
01896098779,310871982
09918197610,310872083
08896897986,310872695
08835497934,310873004
03815197592,310873551
31853149961,310873748
14926099125,310874760
06926598757,310874841
07845795937,310875120
11866398994,310876526
18849198587,310876771
25856897012,310877522
06897197586,310878103
05856495924,310878944
14846096362,310880701
15889099655,310881066
12874199557,310881422
23836195965,310882364
20886398310,310882763
50877401178,310883557
07916099171,310883956
11917898814,310885169
12879398817,310886181
20815694555,310886882
11907398163,310888168
07898899580,310889725
07858998152,310890456
01876998757,310890731
11907595996,310891630
25889298793,310894699
13896497140,310895032
01846399727,310895113
14929798776,310895342
14885996362,310895547
16835296869,310897329
07926895944,310897965
27816297449,310898112
11827899145,310899275
03896099379,310900958
05882548793,310902063
06823049348,310903116
06925097940,310903299
12917799111,310904090
17894897538,310904325
24844796737,310905895
24864899966,310906107
08868597314,310906468
08926999754,310906530
07832649354,310906840
21918997293,310907871
04868199496,310908169
20845496928,310908584
20925399184,310909149
17847895713,310910791
16887097708,310912948
18909999134,310913642
22924099929,310913723
13824897713,310914525
28905798377,310915661
25864796160,310915793
29887597357,310916056
19856496573,310916862
02895397191,310917435
29917096668,310918482
22908998964,310919454
01825599327,310919705
16896099780,310920754
13915698985,310921890
18860199226,310922013
11867896572,310922358
10888299098,310923176
26923249965,310923389
03885399141,310923826
20874699382,310924229
08894597705,310925594
14825798715,310926019
08847899531,310926671
10816598937,310927198
02829699551,310927465
11879499269,310928445
48877201743,310930679
24888299439,310931314
14819699691,310931330
18857498301,310931802
23826794763,310932086
31928597019,310932264
13887096583,310933171
12828697917,310934542
04928898364,310934690
06874897033,310935034
18845997132,310937878
03886398386,310938408
12887795787,310938971
16848996274,310939668
16919298255,310941204
06928699275,310941719
06854498116,310942057
05846398122,310942413
08926697367,310942626
09926799166,310942723
02826697485,310943096
13907296886,310943169
08889098555,310943312
30858099370,310943746
14906497612,310943991
05836597380,310945609
07814199783,310945765
22846298146,310946613
06918599930,310948098
01816597516,310948926
22885997744,310949132
26847799675,310949167
18835696568,310949590
29897897057,310951285
25835999702,310953741
16895298305,310954047
17906696525,310954063
31888497695,310954519
29905899544,310954802
03876099208,310955566
27847899625,310957690
12905599990,310958662
30917198558,310959936
13846496992,310960373
07837399356,310960667
29864397199,310960993
09829598539,310962236
02857097125,310963216
19924596697,310963259
19844298768,310964409
29846797805,310964662
06826397711,310965375
15903649191,310965782
24866398700,310966053
20826496704,310966266
18865096522,310969702
01907299631,310969761
08814497330,310970271
22875597519,310970379
02827397299,310970638
06825299198,310970816
09875598152,310970913
22916597979,310971065
10844895947,310971480
06848099382,310972053
09835898145,310972908
12857995587,310973041
10846497930,310974978
08916095784,310975044
29900399519,310975788
19907896997,310977608
26836296787,310977780
09920199949,310980064
26819399920,310982776
08906098912,310982954
17909098505,310983659
05848899390,310983683
10925898495,310984310
15919299948,310985279
11927699747,310985457
23876698714,310985465
15915696942,310986119
11814996397,310986356
06865098756,310986526
02816696197,310986631
07849799619,310986747
30847397809,310987417
28913749504,310987581
27834896856,310987824
25817095537,310988278
29846298957,310990264
10895898991,310991007
29842849134,310991686
15914298951,310992348
17886998732,310993077
30905098167,310994774
05894898706,310995150
54866901190,310995991
09837897146,310996092
06876798539,310997609
28874199119,310997625
64907201161,310998265
27817399660,310998451
13896798906,310999024
06855997345,310999059
06817495174,310999849
30914098129,311000462
07905198542,311000829
29857695982,311001019
13909599347,311001132
23897099500,311002503
01898599503,311005596
21825699551,311006398
26886598881,311006428
11927299501,311007904
11826598370,311009524
03836999125,311009869
08894797151,311009915
24855097350,311010743
14816899649,311012371
03816299119,311014587
05897097011,311015109
19876795984,311015877
05876394776,311016660
10826397859,311016946
16872648724,311017055
14928095402,311018310
11868099943,311018965
18875498688,311019759
03837298929,311019945
18840097990,311020005
17915097456,311020226
19889999074,311020250
10823849503,311021893
06846997383,311021974
23929798546,311025007
09816699379,311025783
08888399535,311027751
12857698671,311028413
21829199227,311028693
07886598798,311028855
06852849175,311029592
22916398216,311029630
23836597192,311030159
31852748721,311030655
25858974936,311030809
13846498146,311032682
20895298795,311032712
28927198489,311033719
03865898362,311034073
27866196503,311035142
27921948676,311035487
08846496735,311035819
26866397561,311035940
29874996996,311036718
29917797216,311037145
19828198931,311037579
21927898532,311038354
30838897912,311038362
30868896937,311039237
30868899731,311040839
14863649235,311041088
30836497720,311041878
16885598106,311042319
30907598884,311043021
06847596625,311043382
16858198066,311045067
23884799139,311045717
02855896756,311045903
12877498962,311049526
09896998053,311049534
02875296135,311050192
08812647998,311051148
02896798300,311052535
23889899433,311052802
21908198988,311053892
06828499619,311056123
11894398584,311056557
05815598166,311057707
28847499933,311058096
11874898408,311058797
14856299350,311063707
17869597627,311066455
23837296536,311066846
12895797489,311066986
30928999145,311067222
21857497535,311067842
21811399172,311067869
28865896389,311068725
30837295625,311069209
31885195566,311070738
14889396793,311071343
06836898328,311071394
25818199689,311073168
23866299706,311073184
06858298782,311075659
26826099398,311077600
28869199321,311078208
13907299761,311078593
08895995100,311080881
17815599594,311081020
15848599147,311081764
18828297887,311081829
20836298692,311082701
12868497783,311082876
21897499263,311084119
04896196958,311084844
12836597425,311087029
29909497149,311088122
02847098352,311088505
04815797103,311089277
21828399311,311090232
13825099705,311090828
08918197681,311091204
25838699815,311093525
14828599047,311093819
15903049348,311096990
06877599742,311097962
26817398676,311098209
17827296430,311098268
05886597926,311098756
08924699311,311098942
28879099996,311099531
29905998771,311100866
52916300220,311100955
02845797377,311101099
31814198998,311102206
12856698139,311102397
04916699412,311102710
20843749381,311104063
15885797153,311105248
70847100131,311106015
16835197984,311106457
13828299993,311107925
06906699158,311109049
03864799298,311110403
23824297517,311110829
04896496153,311111078
02876897205,311111302
04836299057,311111361
06835398305,311111523
14894898314,311113585
01917899637,311113704
15835797284,311114433
21818398619,311116088
24877299925,311117351
21863449186,311117424
08875998944,311117890
30856797925,311118986
23862949382,311119869
19926797126,311120107
24867198020,311120557
22856599659,311125125
23848897191,311125583
09876899512,311125850
20819199389,311125893
03817799808,311126121
23857997689,311126881
13827697928,311127101
31875998822,311129066
10817697769,311129120
29816397357,311129546
04836896187,311129783
14837499683,311131036
01855999109,311131729
16864298579,311134396
31888997418,311138235
28836398191,311139606
19866898114,311139630
04916197921,311139851
10854399964,311140078
07847099989,311140930
29876996438,311142011
30918697787,311142313
23895296791,311145592
23865198973,311146300
08907197744,311146343
12925999197,311147943
21906599799,311148842
25918597932,311151568
31888498489,311152599
30816096126,311153552
28866196704,311153560
27906499520,311154516
06917899612,311155083
21895797925,311156756
24864899532,311156764
26876997990,311157183
01826197532,311157264
06917699257,311157272
08817798919,311157450
29916298763,311157647
11916999943,311158929
21876498119,311159593
13847795403,311160737
25886394546,311163248
09845496312,311165151
17877195414,311165216
27912849991,311165496
09898099501,311166271
09897398823,311167898
27886298515,311169513
01837498720,311172336
28822549162,311172514
10837696289,311172530
28906999120,311172832
13845699105,311173545
27898498684,311174983
23927899566,311175009
22915396368,311175149
12906897960,311175645
16925797867,311177257
17855697998,311177672
10839499693,311177990
30836398927,311178504
06886498738,311179845
29858597577,311181181
17828998153,311181599
26889298560,311182536
51825700793,311183753
28876998329,311186760
15898799996,311188356
17856398595,311189026
29857196358,311190520
30838799740,311190601
18875894710,311191586
06867196712,311192531
09908699707,311193724
17827296864,311194445
06886597531,311195212
24925998423,311685236
09916998586,311687034
20828298578,311687352
20835496776,311687840
29895598184,311690035
12917097931,311690191
09866198540,311691252
07906598110,311692682
06825497119,311693433
16857595398,311694162
26917097797,311694499
24906699989,311694685
02905298316,311695797
05873649374,311696688
30879499867,311696998
10856799056,311697021
17898199282,311697323
19919197962,311697943
15868297678,311698214
03834798505,311698567
26907099384,311698605
20818299452,311699156
18906195948,311700790
23875599135,311701460
05897296855,311701827
06857098984,311702386
17829497565,311702556
02824997481,311702637
05856298959,311702904
14857396929,311702955
24929599175,311703609
06827296773,311704583
13847896560,311707140
07874899407,311707566
07846997150,311708066
02817499816,311708309
09847698230,311708430
08925897532,311709968
04868298885,311711407
19843048512,311712721
27818696170,311713566
06878798595,311713957
21865699783,311714376
16896699362,311714562
03866395925,311715399
24833747912,311716158
19869097953,311716263
09877599911,311716980
21825698172,311718673
18810198806,311719203
08838999914,311719254
31908399431,311722832
03915498972,311723693
16919599697,311724231
14877199267,311725041
11889596203,311725696
16898097564,311725939
09823649603,311725947
07836097879,311726749
26836097539,311727664
24904198982,311727931
06825198707,311728431
24876895214,311730371
16875397552,311730894
12918198855,311731033
18845895291,311731831
20845196975,311733087
30874299703,311734849
10924199062,311735675
26813248114,311735772
03877898309,311736345
03817297993,311737716
17866095809,311737732
08904896730,311738887
22846997621,311739387
09926397181,311739530
46906601567,311740792
11827098657,311741330
14884896909,311741837
19859098919,311743341
06885398799,311743465
05906999929,311743953
02877899759,311744135
14894498774,311744356
17826299711,311744550
14917298573,311744682
06816998954,311746162
09897098366,311746243
17909298385,311746685
26817196038,311747746
30894199349,311750798
10917098919,311750852
16914198708,311750879
11913748796,311752960
02915497988,311753002
20832948188,311753274
21898699142,311753614
12909699752,311753649
18819698925,311756494
07918998645,311756575
06875897304,311756877
21814498112,311757113
16895295187,311758780
27846699584,311759302
22865297142,311759523
05859097784,311760416
18909599403,311761455
02895098194,311761609
19856597701,311762281
04827794940,311762303
03857998188,311764926
18836198502,311765744
08834598125,311765981
19895497137,311767194
17903948914,311767437
22912649117,311768328
25876499897,311770012
18825898197,311770241
22886798958,311770519
29858899964,311770861
13814499841,311772988
09925199718,311773038
21878398588,311773194
28815497149,311773291
07867295717,311773542
29924099710,311775723
04837698850,311777432
09913848990,311779427
21855596706,311780107
24827299975,311781014
15916895280,311781286
04836896349,311782002
16859198175,311783351
06902948714,311783440
05814999086,311785036
07867896354,311786245
16877296370,311789473
10919599087,311792369
18869599162,311792431
13813449719,311794167
08917195642,311795201
07926597226,311795570
04856999306,311796461
25905896531,311796593
04878799300,311796739
06859799750,311797085
13835495757,311797271
12886298569,311797581
13905497140,311798189
06879798947,311798537
12928499187,311800477
14829498694,311801015
09810199153,311801481
14875498712,311802410
28868499437,311802976
05876799555,311806173
20814298575,311806270
18875999385,311806467
20834197317,311806718
29876199538,311807293
06818199242,311807714
29873849647,311808796
14819499579,311809563
30907195097,311810359
30928498790,311810839
19928899961,311811622
27916498808,311812025
06836599320,311812300
13826097641,311812432
23918599975,311812947
07845897101,311813285
18875097144,311814265
02834398764,311814818
29904799171,311814826
06826197518,311814974
12847495330,311818007
29843148938,311819550
09876899199,311819666
21847897942,311819933
03869197989,311820907
29878599134,311821806
11886999501,311822470
08918698621,311822640
03890097994,311823647
13865798584,311824422
02847799415,311824953
06926298028,311825488
12916896652,312152002
09907297966,312152258
27834597778,312152282
12869798124,312153475
12845997118,312153904
13876898513,312156016
21873349317,312158272
01829998781,312160447
07877299133,312160544
24916798500,312161605
19836298643,312162075
07856694555,312162245
01858699726,312162601
11828897162,312165279
15886397884,312165856
08888897780,312165864
11825799178,312167212
04896697574,312167433
30899299643,312167530
22855798364,312168081
21878299946,312168111
07926297516,312168375
01875997854,312169193
16826998672,312169436
13838199962,312169568
14877599583,312171325
09879399774,312172178
01894497498,312172615
08817697004,312173565
04916398323,312173883
26853747970,312174464
12827096332,312175134
21902749532,312175363
17846699341,312175983
28909497371,312176262
15884099371,312177544
10928197307,312177676
28904298516,312177951
14912949339,312179881
12858298383,312181487
27838797984,312182440
08845098744,312182807
27909197703,312183366
11914897531,312185474
22895397729,312186675
23857399765,312187345
09816499760,312188058
01846099774,312188783
02816295915,312189755
17838899501,312190346
30877799197,312191725
20848798542,312193094
24863949188,312193876
25889099626,312194775
05865894742,312194864
10897197109,312195046
06868197100,312196204
07895196422,312196298
30888397635,312196999
18845797958,312197898
02896499303,312198509
13835299737,312198584
10825196914,312198614
22867096535,312200392
10822948117,312201038
03834798343,312202085
03908798758,312202948
09815397972,312203006
04830199743,312203537
18926696978,312203693
29837597992,312204207
01887098111,312204371
13906097529,312204436
12828798721,312204932
28908099461,312205203
19880299428,312205262
02892549136,312206595
25854796928,312206633
01901698186,312208776
02886095247,312209136
15815899730,312209837
19854699191,312210134
23923848584,312210851
08847897601,312211025
15886098968,312212846
13857498245,312212943
10926797366,312213702
20926796039,312214199
11868097770,312214393
20895998045,312214601
03855795980,312214822
03859199738,312214989
13857397783,312215799
17838298389,312216388
29834999135,312216450
03886594568,312216477
11847196728,312216612
12857498478,312217376
23928799069,312217597
26853949328,312217627
18842749375,312217635
16909098142,312218313
04824798554,312218798
03835695718,312220687
23913149785,312221160
18866498101,312222981
03850099501,312223619
09889799576,312224224
06923148785,312224593
26886596366,312225050
17919297158,312226782
13876498701,312227142
09824698942,312227169
15875497534,312227215
13825997843,312227754
31923649924,312228831
02822649389,312231247
18925499974,312231255
15859196982,312231484
31856299719,312231778
30876998579,312232324
24829197223,312232413
05836898984,312232669
18863249399,312232960
27852549365,312233282
02875096950,312234602
26869799954,312235501
09905599701,312235889
28862848391,312237989
04914797123,312239248
04849799520,312240351
07875499542,312241048
28894699517,312241056
27906898972,312242079
01835199343,312244454
02825798938,312244845
01868396454,312245019
08818296941,312245221
27835498307,312246112
19878298902,312246597
19896895128,312247097
07877999755,312247186
04896399956,312247844
22918197285,312248751
30929498476,312249162
08875997727,312249170
08896399579,312249510
26879198207,312250810
07836298785,312251264
04828099324,312251795
04844898121,312252007
12905198538,312252686
03842849763,312253011
27815095982,312253542
15929599648,312255243
30885298504,312255588
15877299721,312255855
10896897530,312256045
14896997336,312257874
13826094685,312258102
22837598722,312259079
31929299690,312259230
02916597765,312260913
29907098689,312261146
09906396731,312261774
11865995581,312262061
10886196216,312263211
22829398757,312263246
28918898877,312264412
20822949739,312264927
09872548316,312266717
15859997551,312268345
10919674348,312268426
26846098150,312268965
21899799353,312269031
03908399144,312269481
08908399553,312270242
31834198382,312270579
02919698201,312271109
08916198257,312272512
11876697043,312273144
02896796561,312273349
66836301588,312273411
13898499450,312273985
08885598960,312274310
22907599322,312274620
07857997926,312275058
01897999559,312275813
06856598940,312276526
19907296396,312276771
09905799581,312277794
21903349910,312277832
23925397261,312279282
24879798910,312280051
28827197728,312280345
13877097700,312281473
08838599940,312281643
27844598128,312282208
10824997484,312284596
02817096886,312285118
22848196928,312287463
01836896927,312289954
20917896845,312290286
15876798147,312393344
19825298544,312394170
26863449161,312394375
07876295436,312394685
04905096260,312395991
04908799823,312396882
08834598397,312397587
12927997132,312398028
25856898159,312398400
20888697374,312399318
03825098193,312399822
12886899872,312399830
07914299157,312400499
20907294405,312401193
09826099353,312403390
15897297377,312404966
23815497910,312405601
11856799176,312408163
29918999610,312408600
13924699064,312409119
30886995330,312409267
29816896477,312409305
12926198465,312409321
29816798033,312409518
17915996701,312411660
27837597248,312412934
44875801594,312413701
25895397140,312414163
06856695148,312414473
31815094398,312414694
24878597229,312414716
53926000701,312415526
68896700433,312416336
26842748312,312416824
04879199919,312417405
12872549984,312417677
20916298812,312418061
11875298773,312418169
15907498120,312419181
29877096317,312419971
03926297308,312421267
09816196075,312421321
26907099546,312421607
17899998545,312422034
13835496117,312423103
12928298351,312423367
06883849335,312423839
26854998152,312423960
25839997976,312424568
14885796401,312425572
06822948594,312427079
17895099368,312427419
16866396969,312429462
18846099103,312433443
15916299378,312433508
24835699206,312433877
04828198551,312434601
06928997136,312435284
12816999187,312436043
23856598713,312439417
29857299688,312441039
26815796925,312441055
11818498154,312442655
21886195947,312443058
26836799142,312443996
46855501368,312444321
06907397031,312444631
03917296552,312445336
27926997675,312446421
20885799311,312447436
06873149157,312447789
04908098841,312447827
12919999614,312447991
24903949933,312448521
08838499172,312449676
08917596671,312454238
01847399917,312455412
29839898361,312457083
18817099595,312457369
21847296639,312457741
23899097556,312458659
30885799120,312459051
30844098746,312459639
11834999333,312460505
16854998777,312460572
29868298802,312461897
16816299601,312463016
19918999992,312463938
30915596564,312463997
02867797818,312464462
13865896160,312464667
29837896132,312464721
57868500125,312464977
08837498008,312465728
31928996975,312466899
28867298764,312469138
23886196032,312469197
13925799518,312469871
21810299719,312470160
12852049748,312470284
43816900175,312470365
20834996570,312472384
13907099649,312472635
08887498068,312473526
27815597120,312474646
07922548921,312475596
20906698472,312475618
24843448905,312476398
09925399598,312476584
18916997996,312476673
04917298845,312476738
01907799030,312478137
31889398305,312478668
25857799707,312478757
30868598219,312478978
06908898271,312479176
24918899290,312479400
12879697814,312482320
08847596784,312483416
27897099557,312484242
29844099167,312484897
11895896758,312485001
03896298940,312486059
11897698783,312487950
02913349302,312487969
54865501199,312488485
05816599069,312488922
12855095724,312490390
19888097239,312491346
22927098877,312491842
04847396534,312491990
26877399752,312492474
13828498708,312492687
29867198006,312495104
30849198617,312495163
01848198443,312495953
55907800341,312496828
10825199123,312497883
09849599736,312499045
17907098559,312500868
21899198716,312502119
23899099214,312504006
09875395588,312506599
17857399579,312507366
27855296344,312507501
12857798692,312509202
09886997512,312511843
08859798269,312512297
11907896570,312512572
06828498906,312515377
21825398977,312515490
17895899305,312516152
05835197540,312516233
02898998722,312519402
16845197540,312519534
16836599563,312521385
21868298143,312521407
26875598510,312524481
24926398446,312525305
30815999394,312525925
18895499885,312526360
28895298788,312526689
19897398713,312526700
48846500238,312527456
09856697328,312529173
14855897912,312529637
21848899396,312532557
17825598448,312533294
20813749573,312533456
25923248709,312533944
19892848753,312534509
28836897120,312534983
31926299959,312535769
29916697196,312535815
14826296314,312535890
22904999907,312536188
28838699903,312538008
17885899749,312538784
15899699650,312540134
04824699165,312540703
24817099943,312541084
05917897672,312541602
08827798313,312541696
56907800119,312541858
28837997099,312543303
30848199644,312543613
30918697353,312544377
20839299037,312544989
29907796351,312545039
25886195721,312545233
07876397972,312545640
24899397629,312546299
11856499113,312546450
12867396355,312546981
03816896672,312547678
11865099020,312548542
14817999183,312549980
12858596597,312551098
30818798624,312553031
02886199018,312555670
26887198593,312555786
28827897320,312555808
28814697314,312556146
09845896124,312556561
23816396700,312559374
62866902734,312559935
16896698811,312562499
24827798319,312562510
14895696995,312562642
15869499134,312563290
14836095155,312563339
09894797433,312564416
14826096897,312565579
09923749591,312565986
29846899837,312566087
11825197666,312567946
09854399915,312568772
20819096997,312569787
02896794984,312569906
28877299467,312570114
26909197340,312570289
30917698542,312570556
04902749921,312570998
06825196615,312571110
24823049745,312571587
10897199381,312571846
31929397862,312572095
14908797974,312572206
03845897327,312573628
13868399540,312573687
29869299462,312574276
07846996448,312574411
09819697261,312574756
30836698718,312575353
21889574752,312576236
30816597338,312576570
01885097371,312577321
17858898889,312578069
22845096922,312578859
05905398263,312579413
28894996937,312579448
26866497310,312579480
07896198038,312579618
07836098077,312580101
04866497996,312581477
17887597499,312581795
25919774900,312583216
04836396788,312583305
02878798387,312583496
18878599043,312588196
27816397974,312588439
14877298575,312588927
24812549398,312590026
25838199073,312591235
29837896728,312591669
06880698115,312593181
22878697514,312593459
29813148968,312594277
09875398110,312595796
25859299345,312596407
20908699808,312596423
04895099975,312599376
01830198861,312599651
09874798751,312600005
12858497793,312600218
29846897311,312602393
19846499116,312602458
10927698590,312603241
01916396577,312604175
06907299374,312605767
54927000779,312605929
15833447766,312606755
09819898097,312608871
28836699795,312609681
10885498928,312610779
06866797755,312611732
13889497720,312612607
06898799520,312613204
03856996149,312613263
01885599296,312614189
19814196928,312614952
12875799329,312615029
15846597775,312615304
14847296594,312615401
22868798096,312615703
09847099280,312615967
28858897167,312616904
17925595772,312617544
01928499177,312617617
10837198548,312617900
21896294579,312617951
06908497242,312619660
01867697949,312620383
14879699550,312620677
26887799716,312621789
13916297984,312621975
13929499144,312622505
22879899595,312623196
25846496508,312623366
11853847854,312623838
06927797338,312626640
05829098689,312627256
06855398123,312628910
22816695183,312628945
31879498840,312629208
02885296559,312629240
17839599668,312629607
16915799969,312629631
17924696982,312630362
20898398529,312631105
21866997834,312631148
54896101385,312634732
07866197789,312636263
29836498222,312637286
27915897555,312638274
19818699134,312640112
05886299127,312640635
25847198322,312641089
29814897980,312642883
08815599390,312643642
23875899511,312643677
26915599302,312646498
11837299715,312646560
31879199258,312647370
03862649116,312649365
21898398991,312651262
22857896754,312651645
14846799355,312653192
24858699432,312653885
19900199344,312654172
01923349363,312655756
16895096362,312657198
19876895733,312657945
14899499760,312660717
29916997068,312661829
12822949574,312662418
18866896336,312663031
20905895924,312663368
16855399907,312663422
21875997715,312663643
22878999588,312663988
31909698971,312664410
21883348947,312664712
27897095020,312664895
28899498137,312665727
27848698828,312666308
17898299708,312666987
15929097057,312669218
25923248113,312669463
13928499116,312670305
19839197732,312670577
20827899772,312671131
14917797855,312673304
22876995771,312673401
04908798959,312674394
01863547306,312674653
01927498789,312675455
19817598210,312675943
07895797140,312675978
08826699087,312676796
13907499531,312677237
23824596948,312677342
24919999310,312678136
21925996596,312678357
30846098379,312678462
06884599162,312678837
04854299242,312679566
22889499692,312679612
21888096776,312679841
22864898185,312683202
14847298333,312684284
06829698895,312684314
28875798792,312684357
15905797333,312684675
16905398516,312686090
12894899806,312686368
04893548500,312688379
28907797025,312688603
30874597755,312690004
26872549578,312690098
24877998300,312691531
08825796437,312694093
06856898499,312694166
54857400693,312694190
14837597502,312694611
10820899704,312694867
23876797275,312695189
02924398984,312695251
17843846742,312695502
31814398334,312695669
11828096674,312695871
28887296571,312696045
21837398409,312696142
13867999951,312696614
22816796745,312697424
16886999082,312697807
24877098695,312698307
28815598700,312699192
17865997345,312700751
15818398856,312700840
31907496700,312700867
14929199716,312702029
23859297609,312702592
10896997713,312702649
23920099521,312703165
19889098727,312703467
19887797822,312703769
04827398212,312704536
10866798929,312704625
30836198561,312705710
12855497547,312705931
11878398779,312707357
09826298410,312707861
06827096650,312708671
20855496837,312709074
17920198139,312709104
29906699883,312710285
15867096733,312711346
15827498758,312712296
24826097570,312714485
12865699156,312714612
62856900148,312714833
20865597712,312715597
25818397790,312715902
11898099913,312717018
07848399293,312718537
