ssn,orgno,resourceid
01885298016,314253930,testressurs-tilgangspakke-org-eiendomsmegler-1
01885298016,314253973,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
01885298016,314254090,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
01885298016,314254112,testressurs-tilgangspakke-org-barnehagemyndighet-1
01885298016,314254198,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
01885298016,314254422,testressurs-tilgangspakke-org-skogbruk-1
01885298016,314254694,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
01885298016,314254759,testressurs-tilgangspakke-org-politikk-1
01885298016,314254856,testressurs-tilgangspakke-org-skoleleder-1
01885298016,314254856,testressurs-tilgangspakke-org-politikk-1
01885298016,314254996,testressurs-tilgangspakke-org-skoleeier-1
01885298016,314255003,testressurs-tilgangspakke-org-plansak-1
01885298016,314255119,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
01885298016,314255232,testressurs-tilgangspakke-org-permisjon-1
01885298016,314255313,testressurs-tilgangspakke-org-reindrift-1
01885298016,314255313,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
01885298016,314255321,testressurs-tilgangspakke-org-informasjon-og-kommunikasjon-1
01885298016,314255410,testressurs-tilgangspakke-org-permisjon-1
01885298016,314255518,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
01885298016,314255690,testressurs-tilgangspakke-org-ulykke-1
01885298016,314255844,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
01885298016,314255909,testressurs-tilgangspakke-org-familievern-1
01885298016,314255909,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
01885298016,314255933,testressurs-tilgangspakke-org-revisjon-1
01885298016,314255968,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
01885298016,314256018,testressurs-tilgangspakke-org-plansak-1
01885298016,314256018,testressurs-tilgangspakke-org-helsetjenester-1
01885298016,314256077,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
01885298016,314256107,testressurs-tilgangspakke-org-sjofart-1
01885298016,314256190,testressurs-tilgangspakke-org-rapportering-statistikk-1
01885298016,314256212,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
01885298016,314256212,testressurs-tilgangspakke-org-sport-og-fritid-1
01885298016,314256255,testressurs-tilgangspakke-org-fornoyelser-1
01885298016,314256379,testressurs-tilgangspakke-org-utleie-eiendom-1
01885298016,314256395,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
01885298016,314256646,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
01885298016,314256719,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
01885298016,314256816,testressurs-tilgangspakke-org-miljorydding-rensing-1
01885298016,314256921,testressurs-tilgangspakke-org-lotteri-og-spill-1
01885298016,314256972,testressurs-tilgangspakke-org-toll-1
01885298016,314257014,testressurs-tilgangspakke-org-sykefravaer-1
01885298016,314257138,testressurs-tilgangspakke-org-jordbruk-1
01885298016,314257146,testressurs-tilgangspakke-org-lufttransport-1
01885298016,314257146,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
09836599842,312530767,testressurs-tilgangspakke-org-revisorattesterer-1
09836599842,312542137,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
09836599842,312589672,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
09836599842,312594935,testressurs-tilgangspakke-org-barnehagemyndighet-1
09836599842,312671859,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
09836599842,312689138,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
09836599842,312707063,testressurs-tilgangspakke-org-motorvognavgift-1
09836599842,312707063,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
09836599842,312755351,testressurs-tilgangspakke-org-kunst-og-underholdning-1
09836599842,312794837,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
09836599842,312863863,testressurs-tilgangspakke-org-pensjon-1
09836599842,312939045,testressurs-tilgangspakke-org-akvakultur-1
09836599842,313008614,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
09836599842,313119793,testressurs-tilgangspakke-org-yrkesskade-1
09836599842,313158918,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
09836599842,313200809,testressurs-tilgangspakke-org-krav-og-utlegg-1
09836599842,313389162,testressurs-tilgangspakke-org-sfo-leder-1
09836599842,313434656,testressurs-tilgangspakke-org-lufttransport-1
09836599842,313441989,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
09836599842,313468240,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
09836599842,313475573,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
09836599842,313475573,testressurs-tilgangspakke-org-eiendomsmegler-1
09836599842,313483738,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
09836599842,313547523,testressurs-tilgangspakke-org-fiske-1
09836599842,313577732,testressurs-tilgangspakke-org-trelast-trevarer-papirvarer-1
09836599842,313636801,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
09836599842,313636801,testressurs-tilgangspakke-org-skattegrunnlag-1
09836599842,313661903,testressurs-tilgangspakke-org-miljorydding-rensing-1
22042431064,730077254,testressurs-tilgangspakke-org-plansak-1
22042431064,632677146,testressurs-tilgangspakke-org-veitransport-1
22042431064,700208699,testressurs-tilgangspakke-org-generelle-helfotjenester-1
22042431064,700229041,testressurs-tilgangspakke-org-rapportering-statistikk-1
22042431064,700270289,testressurs-tilgangspakke-org-lotteri-og-spill-1
22042431064,700364356,testressurs-tilgangspakke-org-skoleleder-1
22042431064,701144147,testressurs-tilgangspakke-org-akvakultur-1
22042431064,314088263,testressurs-tilgangspakke-org-toll-1
22042431064,701200357,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
22042431064,701319249,testressurs-tilgangspakke-org-tinglysing-eiendom-1
22042431064,701361814,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
22042431064,701589092,testressurs-tilgangspakke-org-beredskap-1
22042431064,701609603,testressurs-tilgangspakke-org-sjofart-1
22042431064,701697383,testressurs-tilgangspakke-org-skattegrunnlag-1
22042431064,701730917,testressurs-tilgangspakke-org-revisjon-1
22042431064,701756118,testressurs-tilgangspakke-org-godkjenning-av-personell-1
22042431064,701809971,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
22042431064,701809971,testressurs-tilgangspakke-org-miljorydding-rensing-1
22042431064,701849310,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
22042431064,701882121,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
22042431064,701980085,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
22042431064,702050634,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
22042431064,702090253,testressurs-tilgangspakke-org-toll-1
22042431064,702242851,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
22042431064,702447011,testressurs-tilgangspakke-org-veitransport-1
22042431064,702447011,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
22042431064,702464331,testressurs-tilgangspakke-org-jernbanetransport-1
22042431064,702841755,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
22042431064,725925700,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
22042431064,730077459,testressurs-tilgangspakke-org-godkjenning-av-personell-1
22042431064,712564652,testressurs-tilgangspakke-org-annen-tjenesteyting-1
22042431064,726098298,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
22042431064,713469076,testressurs-tilgangspakke-org-politikk-1
22042431064,314241460,testressurs-tilgangspakke-org-merverdiavgift-1
22042431064,727131426,testressurs-tilgangspakke-org-krav-og-utlegg-1
22042431064,727131426,testressurs-tilgangspakke-org-lotteri-og-spill-1
22042431064,726336695,testressurs-tilgangspakke-org-skatt-naering-1
22042431064,714234331,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
22042431064,727124527,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
22042431064,730198396,testressurs-tilgangspakke-org-miljorydding-rensing-1
22042431064,730078285,testressurs-tilgangspakke-org-yrkesskade-1
07917897136,313759539,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
07917897136,313837785,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
07917897136,313846652,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
07917897136,313852105,testressurs-tilgangspakke-org-lufttransport-1
07917897136,313852105,testressurs-tilgangspakke-org-tinglysing-eiendom-1
07917897136,313860647,testressurs-tilgangspakke-org-familievern-1
07917897136,313885275,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
07917897136,313886166,testressurs-tilgangspakke-org-beredskap-1
07917897136,313886166,testressurs-tilgangspakke-org-a-ordning-1
07917897136,313886166,testressurs-tilgangspakke-org-miljorydding-rensing-1
07917897136,313886166,testressurs-tilgangspakke-org-rapportering-statistikk-1
07917897136,313893618,testressurs-tilgangspakke-org-familievern-1
07917897136,313901491,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
07917897136,313901491,testressurs-tilgangspakke-org-sport-og-fritid-1
07917897136,313904180,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
07917897136,313910938,testressurs-tilgangspakke-org-lagring-og-andre-tjenester-tilknyttet-transport-1
07917897136,313912663,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
07917897136,313912663,testressurs-tilgangspakke-org-informasjon-og-kommunikasjon-1
07917897136,313924661,testressurs-tilgangspakke-org-miljorydding-rensing-1
07917897136,313949834,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
07917897136,313949834,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
07917897136,313959325,testressurs-tilgangspakke-org-forskning-1
07917897136,313969584,testressurs-tilgangspakke-org-trafikant-1
07917897136,314024273,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
07917897136,314024486,testressurs-tilgangspakke-org-opplaeringskontorleder-1
07917897136,314039378,testressurs-tilgangspakke-org-sfo-leder-1
07917897136,314053834,testressurs-tilgangspakke-org-toll-1
07917897136,314064674,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
07917897136,314064674,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
07917897136,314088263,testressurs-tilgangspakke-org-overnatting-1
07917897136,314114094,testressurs-tilgangspakke-org-kunst-og-underholdning-1
07917897136,314158466,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
07917897136,314162862,testressurs-tilgangspakke-org-motorvognavgift-1
07917897136,314183673,testressurs-tilgangspakke-org-fiske-1
07917897136,314183673,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
07917897136,314204085,testressurs-tilgangspakke-org-posttjenester-1
07917897136,314239563,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
07917897136,314239571,testressurs-tilgangspakke-org-reindrift-1
07917897136,314239628,testressurs-tilgangspakke-org-barnehagemyndighet-1
07917897136,314239660,testressurs-tilgangspakke-org-rapportering-statistikk-1
07917897136,314239717,testressurs-tilgangspakke-org-posttjenester-1
07917897136,314239792,testressurs-tilgangspakke-org-pleie-omsorgstjenester-i-institusjon-1
07917897136,314239792,testressurs-tilgangspakke-org-familievern-1
07917897136,314239954,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
07917897136,314239954,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
07917897136,314239954,testressurs-tilgangspakke-org-kjoretoy-1
07917897136,314239962,testressurs-tilgangspakke-org-barnehageeier-1
07917897136,314240081,testressurs-tilgangspakke-org-merverdiavgift-1
07917897136,314240235,testressurs-tilgangspakke-org-skatt-naering-1
07917897136,314240235,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
07917897136,314240502,testressurs-tilgangspakke-org-transport-i-ror-1
07917897136,314240618,testressurs-tilgangspakke-org-veitransport-1
07917897136,314240685,testressurs-tilgangspakke-org-skoleeier-1
07917897136,314240685,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
07917897136,314240979,testressurs-tilgangspakke-org-a-ordning-1
07917897136,314241193,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
07917897136,314241193,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
07917897136,314241347,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
07917897136,314241460,testressurs-tilgangspakke-org-mine-sider-kommune-1
07917897136,314241738,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
07917897136,314241819,testressurs-tilgangspakke-org-skoleeier-1
07917897136,314241975,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
07917897136,314241975,testressurs-tilgangspakke-org-mine-sider-kommune-1
07917897136,314241975,testressurs-tilgangspakke-org-kjoretoy-1
07917897136,314241983,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
07917897136,314241983,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
07917897136,314241983,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
07917897136,314242017,testressurs-tilgangspakke-org-byggesoknad-1
07917897136,314242017,testressurs-tilgangspakke-org-godkjenning-av-utdanningsvirksomhet-1
07917897136,314242076,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
07917897136,314242130,testressurs-tilgangspakke-org-fornoyelser-1
07917897136,314242173,testressurs-tilgangspakke-org-eiendomsmegler-1
07917897136,314242173,testressurs-tilgangspakke-org-bergverk-1
07917897136,314242246,testressurs-tilgangspakke-org-skoleleder-1
07917897136,314242254,testressurs-tilgangspakke-org-skoleeier-1
07917897136,314242262,testressurs-tilgangspakke-org-yrkesskade-1
07917897136,314242327,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
07917897136,314242335,testressurs-tilgangspakke-org-miljorydding-rensing-1
28876298726,313750272,testressurs-tilgangspakke-org-trafikant-1
28876298726,730077254,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
28876298726,633922209,testressurs-tilgangspakke-org-miljorydding-rensing-1
28876298726,313819353,testressurs-tilgangspakke-org-toll-1
28876298726,700191273,testressurs-tilgangspakke-org-metaller-og-mineraler-1
28876298726,700191850,testressurs-tilgangspakke-org-dyrehold-1
28876298726,313846652,testressurs-tilgangspakke-org-saeravgifter-1
28876298726,313871142,testressurs-tilgangspakke-org-kjoretoy-1
28876298726,313885275,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
28876298726,700634310,testressurs-tilgangspakke-org-politi-og-domstol-1
28876298726,313912663,testressurs-tilgangspakke-org-revisorattesterer-1
28876298726,700647706,testressurs-tilgangspakke-org-mine-sider-kommune-1
28876298726,313940128,testressurs-tilgangspakke-org-skoleleder-1
28876298726,313949834,testressurs-tilgangspakke-org-reindrift-1
28876298726,700691810,testressurs-tilgangspakke-org-overnatting-1
28876298726,314024486,testressurs-tilgangspakke-org-byggesoknad-1
28876298726,700926036,testressurs-tilgangspakke-org-fornoyelser-1
28876298726,700946312,testressurs-tilgangspakke-org-servering-1
28876298726,314114094,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
28876298726,701200357,testressurs-tilgangspakke-org-ppt-leder-1
28876298726,314151550,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
28876298726,701420462,testressurs-tilgangspakke-org-kommuneoverlege-1
28876298726,701441346,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
28876298726,314189574,testressurs-tilgangspakke-org-reindrift-1
28876298726,314189574,testressurs-tilgangspakke-org-skoleeier-1
28876298726,314189833,testressurs-tilgangspakke-org-byggesoknad-1
28876298726,314204085,testressurs-tilgangspakke-org-generelle-helfotjenester-1
28876298726,314239393,testressurs-tilgangspakke-org-byggesoknad-1
28876298726,701720628,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
28876298726,314239571,testressurs-tilgangspakke-org-jordbruk-1
28876298726,314239644,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
28876298726,314239695,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
28876298726,314239695,testressurs-tilgangspakke-org-dyrehold-1
28876298726,314239695,testressurs-tilgangspakke-org-kommuneoverlege-1
28876298726,701789709,testressurs-tilgangspakke-org-mine-sider-kommune-1
28876298726,314239954,testressurs-tilgangspakke-org-akvakultur-1
28876298726,701903064,testressurs-tilgangspakke-org-revisorattesterer-1
28876298726,701903064,testressurs-tilgangspakke-org-skoleleder-1
28876298726,314240154,testressurs-tilgangspakke-org-skatt-naering-1
28876298726,314240219,testressurs-tilgangspakke-org-lonn-1
28876298726,702050898,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
28876298726,702084083,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
28876298726,314240324,testressurs-tilgangspakke-org-lagring-og-andre-tjenester-tilknyttet-transport-1
28876298726,314240545,testressurs-tilgangspakke-org-reindrift-1
28876298726,314240545,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
28876298726,314240634,testressurs-tilgangspakke-org-sjofart-1
28876298726,625224470,testressurs-tilgangspakke-org-saeravgifter-1
28876298726,314240782,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
28876298726,314241169,testressurs-tilgangspakke-org-eiendomsmegler-1
28876298726,314241169,testressurs-tilgangspakke-org-rapportering-statistikk-1
28876298726,314241223,testressurs-tilgangspakke-org-familievern-1
28876298726,314241452,testressurs-tilgangspakke-org-bergverk-1
28876298726,314241525,testressurs-tilgangspakke-org-rapportering-statistikk-1
28876298726,726336695,testressurs-tilgangspakke-org-beredskap-1
28876298726,726336695,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
28876298726,314241657,testressurs-tilgangspakke-org-skoleleder-1
28876298726,728375167,testressurs-tilgangspakke-org-barnehageleder-1
28876298726,314241673,testressurs-tilgangspakke-org-skatt-naering-1
28876298726,314241738,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
28876298726,725836708,testressurs-tilgangspakke-org-barnevern-1
28876298726,730077661,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
28876298726,314241924,testressurs-tilgangspakke-org-ulykke-1
28876298726,712023554,testressurs-tilgangspakke-org-sykefravaer-1
28876298726,314242076,testressurs-tilgangspakke-org-jernbanetransport-1
28876298726,708804932,testressurs-tilgangspakke-org-plansak-1
28876298726,314242262,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
28876298726,314242262,testressurs-tilgangspakke-org-godkjenning-av-personell-1
14826097761,313760243,testressurs-tilgangspakke-org-mine-sider-kommune-1
14826097761,313766063,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
14826097761,313766063,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
14826097761,313816605,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
14826097761,313842525,testressurs-tilgangspakke-org-infrastruktur-1
14826097761,313860647,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
14826097761,313871142,testressurs-tilgangspakke-org-metaller-og-mineraler-1
14826097761,313897265,testressurs-tilgangspakke-org-ppt-leder-1
14826097761,313987965,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
14826097761,314113187,testressurs-tilgangspakke-org-familievern-1
14826097761,314162862,testressurs-tilgangspakke-org-revisjon-1
14826097761,314185196,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
14826097761,314189574,testressurs-tilgangspakke-org-lufttransport-1
14826097761,314212363,testressurs-tilgangspakke-org-elektronisk-kommunikasjon-1
14826097761,314232542,testressurs-tilgangspakke-org-lagring-og-andre-tjenester-tilknyttet-transport-1
14826097761,314239393,testressurs-tilgangspakke-org-ulykke-1
14826097761,314239490,testressurs-tilgangspakke-org-kjoretoy-1
14826097761,314239563,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
14826097761,314240553,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
14826097761,314240561,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
14826097761,314241452,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
14826097761,314241673,testressurs-tilgangspakke-org-familievern-1
14826097761,314241673,testressurs-tilgangspakke-org-fornoyelser-1
14826097761,314241738,testressurs-tilgangspakke-org-skoleeier-1
14826097761,314241789,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
14826097761,314242017,testressurs-tilgangspakke-org-skattegrunnlag-1
14826097761,314242122,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
26816998068,310459275,testressurs-tilgangspakke-org-godkjenning-av-personell-1
26816998068,310495670,testressurs-tilgangspakke-org-jakt-og-viltstell-1
26816998068,310516627,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
26816998068,310516627,testressurs-tilgangspakke-org-plansak-1
26816998068,310573205,testressurs-tilgangspakke-org-sykefravaer-1
26816998068,310660124,testressurs-tilgangspakke-org-merverdiavgift-1
26816998068,310735671,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
26816998068,310747696,testressurs-tilgangspakke-org-revisorattesterer-1
26816998068,310762466,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
26816998068,310846198,testressurs-tilgangspakke-org-byggesoknad-1
26816998068,310846198,testressurs-tilgangspakke-org-transport-i-ror-1
26816998068,310872792,testressurs-tilgangspakke-org-varehandel-1
26816998068,310872792,testressurs-tilgangspakke-org-jordbruk-1
26816998068,310895911,testressurs-tilgangspakke-org-veitransport-1
26816998068,310929174,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
26816998068,310939536,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
26816998068,310954462,testressurs-tilgangspakke-org-opplaeringskontorleder-1
26816998068,310967548,testressurs-tilgangspakke-org-infrastruktur-1
26816998068,311001523,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
26816998068,311037625,testressurs-tilgangspakke-org-elektronisk-kommunikasjon-1
26816998068,311056042,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
26816998068,311150294,testressurs-tilgangspakke-org-dyrehold-1
26816998068,311165763,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
26816998068,311182943,testressurs-tilgangspakke-org-miljorydding-rensing-1
26816998068,311712675,testressurs-tilgangspakke-org-motorvognavgift-1
26816998068,311736388,testressurs-tilgangspakke-org-trafikant-1
26816998068,311793489,testressurs-tilgangspakke-org-trelast-trevarer-papirvarer-1
26816998068,311815563,testressurs-tilgangspakke-org-sykefravaer-1
26816998068,312161605,testressurs-tilgangspakke-org-pensjon-1
26816998068,312176998,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
26816998068,312219328,testressurs-tilgangspakke-org-sykefravaer-1
26816998068,312219328,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
26816998068,312239094,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
26816998068,312239094,testressurs-tilgangspakke-org-motorvognavgift-1
26816998068,312243741,testressurs-tilgangspakke-org-folkeregister-1
26816998068,312442736,testressurs-tilgangspakke-org-jernbanetransport-1
06826599330,310415014,testressurs-tilgangspakke-org-forskning-1
06826599330,310434930,testressurs-tilgangspakke-org-ulykke-1
06826599330,310443425,testressurs-tilgangspakke-org-skatt-naering-1
06826599330,310481459,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
06826599330,310533181,testressurs-tilgangspakke-org-krav-og-utlegg-1
06826599330,310533181,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
06826599330,310566357,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
06826599330,310566357,testressurs-tilgangspakke-org-skoleleder-1
06826599330,310573205,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
06826599330,310578215,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
06826599330,310581682,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
06826599330,310736481,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
06826599330,310834920,testressurs-tilgangspakke-org-ansettelsesforhold-1
06826599330,310872792,testressurs-tilgangspakke-org-kommuneoverlege-1
06826599330,310906107,testressurs-tilgangspakke-org-jakt-og-viltstell-1
06826599330,310936197,testressurs-tilgangspakke-org-dyrehold-1
06826599330,310943800,testressurs-tilgangspakke-org-beredskap-1
06826599330,311002813,testressurs-tilgangspakke-org-miljorydding-rensing-1
06826599330,311026895,testressurs-tilgangspakke-org-ulykke-1
06826599330,311035452,testressurs-tilgangspakke-org-ulykke-1
06826599330,311064460,testressurs-tilgangspakke-org-permisjon-1
06826599330,311114247,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
06826599330,311711237,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
06826599330,311712675,testressurs-tilgangspakke-org-yrkesskade-1
06826599330,311774492,testressurs-tilgangspakke-org-barnehagemyndighet-1
06826599330,312239094,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
06826599330,312251957,testressurs-tilgangspakke-org-merverdiavgift-1
06826599330,312267470,testressurs-tilgangspakke-org-kjoretoy-1
06826599330,312415321,testressurs-tilgangspakke-org-merverdiavgift-1
06826599330,312430029,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
06826599330,312511428,testressurs-tilgangspakke-org-metaller-og-mineraler-1
10100941185,730077254,testressurs-tilgangspakke-org-barnehageeier-1
03050343633,730077254,testressurs-tilgangspakke-org-barnehageeier-1
10100941185,625683920,testressurs-tilgangspakke-org-merverdiavgift-1
03050343633,625683920,testressurs-tilgangspakke-org-merverdiavgift-1
10100941185,624543270,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
03050343633,624543270,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
10100941185,624548388,testressurs-tilgangspakke-org-fornoyelser-1
03050343633,624548388,testressurs-tilgangspakke-org-fornoyelser-1
10100941185,624548507,testressurs-tilgangspakke-org-kommuneoverlege-1
03050343633,624548507,testressurs-tilgangspakke-org-kommuneoverlege-1
10100941185,624548566,testressurs-tilgangspakke-org-barnevern-1
03050343633,624548566,testressurs-tilgangspakke-org-barnevern-1
10100941185,624551109,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
03050343633,624551109,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
10100941185,624551745,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
03050343633,624551745,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
10100941185,700209105,testressurs-tilgangspakke-org-forskning-1
03050343633,700209105,testressurs-tilgangspakke-org-forskning-1
10100941185,700364356,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
03050343633,700364356,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
10100941185,624557328,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
