tossn,fromssn,partyid
30900699359,20867999249,61948158
29928498741,18897297546,62644419
17878299728,02918498241,62140900
30900698565,26900699807,62047603
12838298212,19857398915,62118806
25868398453,09848498499,61969470
26918497284,23928497690,61722930
14817398465,30900698565,63392674
20887999490,14887298212,63403230
19927799084,15878098924,62076259
04917295293,01910698067,63394251
17917397899,26897397721,62055036
04877698225,22928297881,62248903
17887697914,01042763469,50651525
27857195677,21837298730,62002327
07817196378,25897998591,62430906
06080158880,02837599302,62007277
03898398403,17867397639,62690110
15927797884,23897898330,62424085
25868398453,19917297412,62505718
19838298004,28900699109,62364174
31928497855,13900698288,61949513
23897898330,19827295968,61887862
11897297835,26878499459,61815224
25897998591,27917899350,62431562
07908298548,07900699128,62686279
22817697627,06910698204,63473634
20112185985,10817497565,62512320
02818298504,11918295447,61912977
11837698652,02898499955,62480972
22838198515,31900699207,63394063
21887499273,21837298730,62002327
30878198316,06080158880,51625161
19907697315,21908197337,62145194
01927598376,14897698871,62593555
11888099338,02022296720,54296460
29890698407,01900699537,62132246
19907697315,18828598976,62029700
19907297503,23857696751,62449840
11022355696,21887396539,62448871
19827295968,22838198515,61733444
02898499955,01042763469,50651525
19897194255,24857498840,61889287
13877697473,06817998206,62241547
12838298212,01858298535,62051910
02900698863,12900697455,62236941
09887998768,02900698863,63446053
11837698652,17887697914,61907057
23927297116,03858197375,62661494
06827697883,08848297624,62531201
26837898489,02897197882,62571584
30900699510,07858398651,62059398
28917298167,12838298212,61951455
02837599302,18877897148,62092832
23897898330,27847997392,62454522
31857796775,03858197375,62661494
25917195172,07877797389,61874529
30900698565,19897194255,62353374
17878399153,03817296857,62446403
11888599756,22928297881,62248903
15927797884,18897999583,62429878
29878397515,23917497753,62400714
01867699011,12838298212,61951455
22817697627,01867699011,62003499
11022355696,12032560723,57031229
06847996275,06827697883,62084428
30900699359,28900699109,62364174
20868597969,06080162144,51625236
20868597969,23917497753,62400714
03817397238,13928298633,62696579
29917296438,18900697208,63433441
12827699304,25917195172,62091268
20927394406,26900699807,62047603
08900699671,04877698225,62692252
02022296720,22817697627,62449379
07911898718,17877696111,62690786
05818599600,18927598139,62464391
22898096371,06827697883,62084428
30900699359,03817397238,61954315
23917497753,18828299626,62013463
25897998591,23927696568,62576648
17867397639,10817497565,62512320
17887697914,02898499955,62480972
18897999583,29928498741,62436607
05818398966,21888298123,61970230
01867699011,27887898206,62358127
13917398040,15927798244,62421909
29917296438,08918498770,61985894
03072170074,02897197882,62571584
28917298167,04918299233,62132467
07877797389,03910699929,62400429
05818398966,02827295771,62086562
17867397639,14817398465,62033010
01877698137,17887697914,61907057
13928298633,29878397515,62355838
07827499468,28857296844,62443041
27857195677,17897398079,61781930
21828098494,05868597145,62301527
30878198316,06080155229,51625150
13928298633,31857498804,61749512
19897194255,19838298004,62348214
21887499273,27857195677,62586475
15908097472,11022355696,55402245
23928497690,16827796739,62478771
18828299626,02022296720,54296460
19897194255,26900699807,62047603
30847899642,01878599795,62527019
15857195466,19917697739,62431939
04917295293,18817396662,61815108
05818599600,31900699398,62243090
19907297503,10817497565,62512320
18897699288,13928298633,62696579
02827295771,19848396780,62637234
12817199168,23928497690,61722930
24900698883,16052664288,59514226
20827296539,05878098953,62121353
27847997392,31900699207,63394063
02878498405,27877997524,62451613
06847996275,08848297624,62531201
28907196498,16868099171,62052819
27887898206,01858298535,62051910
24877194260,06878198903,61854585
02818298504,07858398651,62059398
26917998387,03837499673,62125350
19917697739,23927297116,62599492
27847997392,19827295968,61887862
24888098794,28847896940,62641903
24857498840,04908199060,61971069
18887899300,30900699510,63394050
01847298940,10897599789,61716229
04908199060,30900699359,63466620
19857898586,06838096679,61849615
12848398495,07908299846,62578646
23917497753,11888099338,61848756
07827499468,02928196944,62595226
17867397639,12848398495,61959356
18828598976,06878198903,61854585
06827697883,24900698883,62490015
08918496689,19917397948,62695929
07817196378,15857195466,61928239
16827796739,28898597255,61712305
12838298212,27887898206,62358127
06080162144,28917298167,61973393
06910698204,12838298212,61951455
07900698334,15878098924,62076259
19857898586,22897897265,61995200
22928098390,16837497136,62581753
25917195172,22898096371,62241544
03817397238,14828498070,62377952
06828399355,02827295771,62086562
24900698883,08848297624,62531201
26900699807,07907296347,62529232
17887697914,11897297835,62388785
27898297425,01042763469,50651525
05837997625,09887998768,62632829
20827296539,03910699929,62400429
24888098794,19040037635,51239284
11887498409,05818599600,61983995
07908299846,20927394406,62480984
24900698883,19907297503,62435267
14828498070,31857498804,61749512
11888099338,18828299626,62013463
03072170074,26837898489,62299205
22838198515,29928498741,62436607
02827295771,21888298123,61970230
14857195508,06907598967,61806184
19827295968,29928498741,62436607
05837396664,09917497645,62533935
28900699109,13928298633,62696579
28867899482,11907197680,61810683
16052664288,23857696751,62449840
03837196492,28907196498,61908532
26918497284,28898597255,61712305
03857298585,24888098794,62450708
19857398915,01858298535,62051910
07817196378,03878496514,62063773
24857498840,07907296347,62529232
19907697315,26878499459,61815224
10927499342,27877997524,62451613
21888298123,20827296539,62625132
26918598412,04897397035,62308534
05837396664,01917598033,61914388
11907197680,06847996275,62088033
07908299846,14887497460,62401118
22897897265,06877796637,62597382
03817296857,30928098202,61970712
11888099338,22817697627,62449379
18897699288,20867999249,61948158
05818398966,19848396780,62637234
06080155229,06080158880,51625161
10927499342,02878498405,62302845
26837898489,08878597738,62150143
07907296347,04908199060,61971069
25828199830,03817296857,62446403
04888299578,24927394886,62340623
23857696751,17867397639,62690110
07867196670,18900698182,63433452
18900697984,05878098953,62121353
13928298633,14828498070,62377952
26918497284,01927897969,62098971
21888298123,18900697984,63433423
19838298004,18897699288,62482120
01042763469,18828598976,62029700
18877897148,14887298212,63403230
12817999962,14897698871,62593555
12838298212,15927797884,61811954
01877698137,27898297425,61938029
01888398879,14112204742,56258096
10817497565,07908299846,62578646
25917195172,28867899482,61799606
20112185985,07908299846,62578646
18828299626,28917298167,61973393
30928098202,19917297412,62505718
21868099086,18877897148,62092832
26900699807,24857498840,61889287
01113112057,27031884832,56138837
07911898718,16868099171,62052819
23928497690,28898597255,61712305
22897897265,06838096679,61849615
16887797149,12032560723,57031229
10857698008,31857796775,61847383
16887797149,27917697499,61868413
23928497690,06828399355,61866625
12848398495,30900698565,63392674
26918598412,23878598245,62532709
09907795354,06080158880,51625161
21818397744,26918598412,62531229
01877698137,18897297546,62644419
24052119401,06817598232,62356291
11857896906,21887499273,61871144
03898398403,23857696751,62449840
07867196670,05877395083,62526739
23927297116,18817396662,61815108
01858298535,19827295968,61887862
06847296915,28917996506,62407689
01900699022,06887599228,62399443
29918499626,27857999040,62597011
28867899482,06827697883,62084428
11907197680,02898399500,62519030
06910698204,04918299233,62132467
17918098143,24052119401,54296360
03910699767,15857195466,61928239
24052119401,19857999471,62706434
16814796845,03072170074,54296288
24857498840,30900699359,63466620
16907198964,29908399291,62669679
12827699304,05878098953,62121353
29878397515,31857498804,61749512
05878098953,25917195172,62091268
09908797636,15927798244,62421909
02022296720,28917298167,61973393
27847997392,18897999583,62429878
16052664288,03898398403,62320703
17878399153,19917297412,62505718
31857498804,18828299626,62013463
21888298123,19848396780,62637234
06838096679,26918497284,62548198
02878498405,31817796705,62679584
07917197029,29900699652,62377120
27031884832,05818398966,62137923
27917697499,21887396539,62448871
19857898586,06877796637,62597382
23917497915,10897599789,61716229
18828598976,26878499459,61815224
30900698565,14887497460,62401118
01113112057,02827295771,62086562
13877697473,22897897265,61995200
29918499626,19867196296,62572061
18888397171,09897597729,62596448
09907795354,06080155229,51625150
16917295828,01878599795,62527019
03817296857,13877697473,62426233
03878496514,15857195466,61928239
20112185985,14817398465,62033010
10897599789,08857699409,61930894
07908299846,30900698565,63392674
08848297624,03898398403,62320703
06910698204,19857398915,62118806
09848498499,24817196736,62314055
07907296347,18897699288,62482120
05888199677,24877796791,62417686
27031884832,21857497101,61706129
03910699929,11907197680,61810683
13928298633,20868597969,62584881
03817296857,19917297412,62505718
23928497690,01113112057,59986838
23927696568,23927297116,62599492
12032560723,12887497654,62688411
11837698652,27898297425,61938029
22928098390,14887298212,63403230
08908097409,16907198964,61872770
27917697499,12032560723,57031229
19907297503,20112185985,51262778
12817199168,01927897969,62098971
16907198964,01847297480,61904258
07877797389,11907197680,61810683
20927394406,14887497460,62401118
28888398440,24877194260,62057980
08857699409,18900697208,63433441
25897397873,10927499342,61711176
05908296569,10837899015,62150512
18897297546,27898297425,61938029
03898398403,20112185985,51262778
06900698729,19917397948,62695929
28900699109,20867999249,61948158
30877997460,31900699398,62243090
22900699941,30877997460,61712903
17878399153,25868398453,61737587
30900699006,01927897969,62098971
05928196528,20887999490,62135126
23897898330,22838198515,61733444
07837499377,22900699194,62340895
07897596886,09887998768,62632829
06847996275,02898399500,62519030
03908596624,28857296844,62443041
15908097472,27917697499,61868413
26878197223,06907598967,61806184
03858197375,09907795354,62092609
14887497460,07907296347,62529232
04918299233,19857398915,62118806
24828597279,14112204742,56258096
24817196736,19857898586,61804315
30858398106,21900698604,62559869
12827699304,07877797389,61874529
06838096679,06877796637,62597382
22900699941,18927598139,62464391
03910699767,03878496514,62063773
01927897969,23928497690,61722930
12032560723,17878399153,62520670
09848498499,22897897265,61995200
18900697984,12827699304,61852423
10817497565,14817398465,62033010
18888397171,19900698707,62316026
04908199060,18897699288,62482120
16887797149,21887396539,62448871
11888099338,06080162144,51625236
16052664288,17867397639,62690110
19837999491,19040037635,51239284
27877497106,19837999491,62350595
10897599789,15908097472,62602724
09898499828,19023320056,60369171
23917497753,02022296720,54296460
06080155229,07927699790,62388340
19827295968,18897999583,62429878
26817896145,19818498147,62409697
01847298940,18900697208,63433441
30857699862,21887499273,61871144
27917899350,04917295293,62630697
19848396780,12827699304,61852423
06827697883,02898399500,62519030
05818398966,21857497101,61706129
08848297624,16052664288,59514226
01847298940,29917296438,62652186
12887497654,25868398453,61737587
25828199830,25868398453,61737587
11897297835,18828598976,62029700
03817296857,09848498499,61969470
28898597255,27031884832,56138837
24817196736,06817998206,62241547
08918498770,24073313267,60898596
30900699006,12817199168,62068323
20827296539,07877797389,61874529
19917297412,24817196736,62314055
02827295771,21857497101,61706129
12887497654,25828199830,61899605
26918497284,16827796739,62478771
06907598967,03908596624,62632969
18900697208,24073313267,60898596
22897897265,06817998206,62241547
05917498816,06887599228,62399443
24827499311,05908296569,62539279
11907197680,06827697883,62084428
02898197991,24927394886,62340623
02898399500,03898398403,62320703
30877997460,18927598139,62464391
24073313267,16887797149,61882577
10857698008,18817396662,61815108
07908299846,19897194255,62353374
12817199168,16827796739,62478771
18927598139,24907797321,62592331
20867999249,29878397515,62355838
11887498409,30877997460,61712903
08918498770,27917697499,61868413
25868398453,03817296857,62446403
28900699109,29878397515,62355838
17878399153,30928098202,61970712
19868096627,01917598033,61914388
27877497106,28847896940,62641903
16827796739,27031884832,56138837
04917499328,28887699692,62141319
17887297789,03072170074,54296288
12032560723,21887396539,62448871
01867699011,19857398915,62118806
11837698652,18897297546,62644419
06878198903,03910699767,62440514
07877797389,22898096371,62241544
18900697984,25917195172,62091268
19857898586,06817998206,62241547
24857498840,19838298004,62348214
23857696751,20112185985,51262778
02928196944,07827699238,61867997
05908296569,25900698731,62407444
10897599789,18900697208,63433441
24907797321,23917497915,62382148
31857595788,04927697349,62020252
24927394886,19868096627,61819089
23917497915,29917296438,62652186
10857298115,04897397035,62308534
27917697499,11022355696,55402245
03910699929,22898096371,62241544
18827798041,24877796791,62417686
26900699807,04908199060,61971069
03878496514,25897998591,62430906
02898499955,19907697315,62053488
24907797321,29917296438,62652186
06877796637,12817199168,62068323
16877396553,10857298115,62572013
03917499984,07858099069,62574274
18828299626,06080162144,51625236
25828199830,30928098202,61970712
10897599789,08918498770,61985894
28847896940,14857195508,61819082
27031884832,02827295771,62086562
15927797884,19827295968,61887862
19848396780,18900697984,63433423
14857195508,07827499468,61704371
06907598967,11887498409,62621001
11907197680,24900698883,62490015
03857298585,19837999491,62350595
01867699011,04918299233,62132467
28847896940,23858397782,62364960
22900699941,31900699398,62243090
16827796739,06828399355,61866625
05878098953,07877797389,61874529
04888299578,05837396664,62667950
06907598967,28857296844,62443041
20868597969,18828299626,62013463
24927394886,03857298585,62340211
06877796637,30900699006,63392237
27031884832,21888298123,61970230
21818397744,10857298115,62572013
27877497106,19040037635,51239284
23878598245,13908496765,61946892
28857296844,07827699238,61867997
21857497101,12827699304,61852423
07837499377,28817197061,61851286
07837899502,30858398106,62065788
16877396553,23878598245,62532709
14817398465,20927394406,62480984
03817397238,20867999249,61948158
02928196944,30877997460,61712903
30928098202,13877697473,62426233
10817497565,20927394406,62480984
01927897969,16827796739,62478771
06847296915,07867196670,61706779
01887699263,28917996506,62407689
30928098202,24817196736,62314055
03817397238,29878397515,62355838
30900699006,23928497690,61722930
28898597255,06828399355,61866625
28917996506,21818397744,62681518
07827699238,22900699941,62538604
04878597287,05877395083,62526739
18927598139,31900699398,62243090
23858397782,26878197223,61811562
29928498741,11837698652,62667557
28888398440,26878499459,61815224
14857195508,28857296844,62443041
30858398106,11818496143,62102994
03917296471,10927499342,61711176
16887797149,11022355696,55402245
08848297624,23857696751,62449840
24927394886,01917598033,61914388
28917996506,04878597287,62397125
01847298940,08857699409,61930894
21887396539,12887497654,62688411
25907898760,01907495651,62647770
12827699738,05910698356,63394324
09917497645,26888199305,62492006
24073313267,11022355696,55402245
24817196736,06838096679,61849615
01917598033,26888199305,62492006
19897194255,07907296347,62529232
21887396539,25828199830,61899605
26878197223,07827499468,61704371
17918098143,06837599944,61774918
25868398453,30928098202,61970712
13908496765,02898197991,62495255
07917197029,29918499626,62594115
08857699409,24073313267,60898596
12848398495,14817398465,62033010
09917497645,19837999491,62350595
24073313267,12032560723,57031229
05877395083,03847897626,62565047
08908097409,24900698964,62116973
24900698883,03898398403,62320703
31900699398,23917497915,62382148
02898197991,05837396664,62667950
29917296438,08857699409,61930894
23858397782,07827499468,61704371
09907598117,01887699263,62416357
26817896145,18888397171,62148869
16052664288,19907297503,62435267
19908296748,06837599944,61774918
07907296347,19838298004,62348214
07827699238,18927598139,62464391
28867899482,22898096371,62241544
06907598967,02928196944,62595226
28900699885,04917499328,62008265
24827499311,20817696512,62359586
18900698182,10857298115,62572013
09898499828,19877295837,61797599
29917296438,10897599789,61716229
18897297546,17887697914,61907057
16877396553,04897397035,62308534
19908296748,19857999471,62706434
19837999491,28847896940,62641903
30877997460,05818599600,61983995
23917497915,08857699409,61930894
02837599302,20887999490,62135126
23878598245,04888299578,61722035
26888199305,27877497106,62359216
22898096371,06847996275,62088033
06817998206,12817199168,62068323
08817298762,22012794928,59818493
06837599944,06817598232,62356291
12848398495,20927394406,62480984
19857999471,09907598117,61886359
27887898206,27847997392,62454522
24817196736,22897897265,61995200
08857699409,15908097472,62602724
03910699929,06847996275,62088033
03908596624,07827699238,61867997
19867196296,19897898031,62704347
28848196780,29900699652,62377120
28847896940,19040037635,51239284
21888298123,12827699304,61852423
07827499468,03908596624,62632969
01887699263,07867196670,61706779
18837697227,28848196780,61808878
24927394886,09917497645,62533935
15897597672,02887996108,61804632
01113112057,06828399355,61866625
26888199305,28847896940,62641903
27857999040,06837599944,61774918
23878598245,04897397035,62308534
06838096679,12817199168,62068323
19900698707,22817998635,62034714
26908597043,12827699738,61894708
05837396664,19868096627,61819089
28848196780,29918499626,62594115
28917996506,18900698182,63433452
19040037635,26878197223,61811562
13908496765,05837396664,62667950
22900699941,05818599600,61983995
28917298167,01867699011,62003499
30878198316,09907795354,62092609
19917297412,13877697473,62426233
18907796422,24900698964,62116973
04888299578,01917598033,61914388
23897898330,18897999583,62429878
19848396780,05878098953,62121353
04917499328,10877396881,61998611
14857195508,03908596624,62632969
18900697984,20827296539,62625132
07827699238,05818599600,61983995
28857897724,29818596713,62366523
28917996506,05877395083,62526739
09848498499,13877697473,62426233
24928499983,19867196296,62572061
12887497654,03817296857,62446403
19848298770,22868099368,62498974
17827296007,09042584239,54384614
29900699652,24928499983,61810435
03847897626,16877396553,61707514
19857999471,06817598232,62356291
03847897626,23878598245,62532709
26878197223,03908596624,62632969
31900699398,24907797321,62592331
31857595788,07837499377,61717269
19917697739,04917295293,62630697
22868099368,19818498147,62409697
09897597729,24900698964,62116973
07827499468,06907598967,61806184
18900698182,03847897626,62565047
14828498070,11888099338,61848756
19868096627,26888199305,62492006
03898398403,19907297503,62435267
29900699652,17918098143,62398789
11022355696,25828199830,61899605
10857298115,23878598245,62532709
18907796422,01847297480,61904258
12032560723,25828199830,61899605
26828696717,28857897724,62461523
04918299233,12838298212,61951455
03917499984,02837397440,61730988
27877497106,24888098794,62450708
07837899502,13838397640,62359882
07817196378,03910699767,62440514
29900699652,27857999040,62597011
19837999491,24888098794,62450708
03908596624,11887498409,62621001
22868099368,18888397171,62148869
06828399355,05818398966,62137923
24900698964,29908399291,62669679
07867196670,04878597287,62397125
05897596999,19847396329,62666419
09907598117,07867196670,61706779
08927599628,20817696512,62359586
06847296915,05877395083,62526739
18897699288,03817397238,61954315
19857999471,06847296915,61978541
28867899482,06847996275,62088033
01847297480,18837697227,61940942
19818498147,24100462350,51552991
04897397035,02898197991,62495255
08918498770,15908097472,62602724
18900697208,15908097472,62602724
01827196858,10848196636,62374997
19908296748,06817598232,62356291
28898597255,05818398966,62137923
01847297480,29908399291,62669679
06877796637,01927897969,62098971
24073313267,27917697499,61868413
24100462350,19900698707,62316026
28817197061,31858098001,61803863
29900699652,19867196296,62572061
02907898469,08908196717,63457243
02898197991,19868096627,61819089
04878597287,03847897626,62565047
26888199305,24888098794,62450708
19818498147,08908097409,62066731
23917497753,06080162144,51625236
30900699006,26918497284,62548198
27857999040,19897898031,62704347
30900698565,24857498840,61889287
05818599600,23917497915,62382148
19040037635,23858397782,62364960
06837599944,19857999471,62706434
12827699304,20827296539,62625132
01042763469,19907697315,62053488
04888299578,19868096627,61819089
18927598139,23917497915,62382148
01918298513,04927697349,62020252
22900699194,20817696512,62359586
19897898031,19857999471,62706434
12827699738,08837699429,62223640
12918598152,01918298513,61734983
08908196717,08868098970,61735752
24907797321,10897599789,61716229
13877697473,19857898586,61804315
08927599628,25900698731,62407444
25907898760,09898499828,62452295
20817696512,10837899015,62150512
05837396664,24927394886,62340623
16877396553,26918598412,62531229
06817598232,01887699263,62416357
21917795727,13928399014,61725604
07827699238,30877997460,61712903
10857298115,26918598412,62531229
18837697227,29918499626,62594115
19877295837,03927196602,62048409
21887396539,25868398453,61737587
25900698731,19848298770,61735405
18907796422,29908399291,62669679
22877699416,08867198459,61801256
24928499983,19897898031,62704347
06847296915,04878597287,62397125
29908399291,28848196780,61808878
06837599944,24052119401,54296360
20112185985,12848398495,61959356
25900698731,10837899015,62150512
20867999249,13928298633,62696579
07917197029,19867196296,62572061
24100462350,22817998635,62034714
08817298762,04910697604,63458254
07917197029,24928499983,61810435
19917297412,19857898586,61804315
01847297480,07917197029,62054785
04927697349,22900699194,62340895
26900699807,19838298004,62348214
06827697883,16052664288,59514226
28857296844,11887498409,62621001
01887699263,04878597287,62397125
04927697349,21827194112,62048589
01877698137,11837698652,62667557
10837899015,22868099368,62498974
03847897626,26918598412,62531229
29918499626,24928499983,61810435
02928196944,11887498409,62621001
19868096627,03857298585,62340211
01918298513,07837499377,61717269
21827194112,28817197061,61851286
24900698964,01847297480,61904258
01113112057,05818398966,62137923
28857897724,12917897636,61908565
23837899184,13838397640,62359882
28900699885,31928199641,62353926
12887497654,17878399153,62520670
24888098794,26878197223,61811562
15908097472,16887797149,61882577
09897597729,22817998635,62034714
23858397782,06907598967,61806184
19818498147,19900698707,62316026
24900698964,16907198964,61872770
20827699579,13837497714,61711406
22817998635,18907796422,61792404
05847296390,20827699579,61909232
22837698239,22887699163,61948194
19908296748,24052119401,54296360
14817398465,07908299846,62578646
04897397035,13908496765,61946892
28847896940,26878197223,61811562
19023320056,13838397640,62359882
11818496143,21900698604,62559869
04927697349,24827499311,61979433
07877797389,28867899482,61799606
23837899184,11818496143,62102994
22887699163,01907495651,62647770
26817896145,19900698707,62316026
18900697208,16887797149,61882577
26817896145,24100462350,51552991
09917497645,03857298585,62340211
07888399253,21878397875,62372375
20817696512,25900698731,62407444
20817696512,05908296569,62539279
24907797321,01847298940,62236730
01858298535,27847997392,62454522
21827194112,31858098001,61803863
31857595788,21827194112,62048589
07021100840,23858097568,62454982
07867196670,28917996506,62407689
22817998635,01847297480,61904258
13838397640,21900698604,62559869
31857595788,28817197061,61851286
23878598245,02898197991,62495255
28857296844,22900699941,62538604
06910698204,01867699011,62003499
04878597287,21818397744,62681518
15897597672,03917499984,62550334
19897898031,24052119401,54296360
08927599628,10837899015,62150512
01917598033,03857298585,62340211
25900698731,26817896145,62089714
19080635004,19877295837,61797599
13838397640,30858398106,62065788
18888599890,18900698344,63433471
08848297624,19907297503,62435267
23062238100,09820898629,63473661
21900698604,01918298513,61734983
03917195586,31928199641,62353926
05897596999,28900698234,63392362
02827295771,18900697984,63433423
11818496143,12918598152,61873710
01907495651,19023320056,60369171
18888397171,24100462350,51552991
23858397782,14857195508,61819082
01907495651,19080635004,52247995
18900698182,21818397744,62681518
12817199168,26918497284,62548198
22887699163,09898499828,62452295
31900699398,29917296438,62652186
26908597043,04877798408,62578432
13838397640,11818496143,62102994
04927697349,28817197061,61851286
26888199305,19837999491,62350595
19848298770,18888397171,62148869
28848196780,24928499983,61810435
31857498804,11888099338,61848756
31928199641,28887699692,62141319
08908196717,19877797328,61714443
19080635004,03927196602,62048409
29918499626,29900699652,62377120
02837397440,05837499137,62530925
06817598232,09907598117,61886359
25926196947,11917398315,62616344
22900699194,31858098001,61803863
26918598412,02898197991,62495255
22898096371,11907197680,61810683
31858098001,25900698731,62407444
01907495651,07837899502,62386627
19857999471,01887699263,62416357
18907796422,16907198964,61872770
01917598033,27877497106,62359216
25907898760,19080635004,52247995
03917195586,10877396881,61998611
11887498409,22900699941,62538604
25917196632,07021100840,54171040
09848498499,19857898586,61804315
25907898760,19877295837,61797599
28900699109,03817397238,61954315
23837899184,21900698604,62559869
07858099069,31928199641,62353926
28887699692,22887699163,61948194
22877699416,16888896213,63473639
19848396780,20827296539,62625132
24928499983,17918098143,62398789
02888098502,02927499854,62653948
13838299045,02837397440,61730988
07837499377,21827194112,62048589
22868099368,24100462350,51552991
11818496143,31857595788,62537402
22817998635,16907198964,61872770
31858098001,08927599628,62100817
17827296007,08817298762,62613546
27857999040,17918098143,62398789
10877396881,22837698239,62689832
22867797274,21120871495,52662045
02927499854,02887996108,61804632
10877396881,28887699692,62141319
16827796739,01113112057,59986838
13908496765,04888299578,61722035
01907495651,19877295837,61797599
20827699579,07928299079,61920511
13908496765,24927394886,62340623
07888399253,14868399822,62616754
19023320056,03927196602,62048409
03847897626,10857298115,62572013
02887996108,28900699885,63392600
31928199641,04917499328,62008265
19040037635,07827499468,61704371
05877395083,21818397744,62681518
02887996108,13838299045,62231720
14837899061,20867397494,62101143
10877396881,25907898760,62365633
07021100840,08022115929,56157055
08837699429,02888098502,61920096
15897597672,13838299045,62231720
09907598117,28917996506,62407689
24052119401,01887699263,62416357
17868197463,08837699429,62223640
03857298585,27877497106,62359216
09081984910,25926196947,62351600
04877798408,05910698356,63394324
06828399355,27031884832,56138837
19897898031,06837599944,61774918
04910697604,30081866380,56258200
07858099069,05837499137,62530925
17868197463,04877798408,62578432
02927499854,03917499984,62550334
09042584239,26908597043,62596584
01847297480,28848196780,61808878
18888397171,19818498147,62409697
04897397035,05837396664,62667950
22897897265,30900699006,63392237
19867196296,17918098143,62398789
03927196602,11818496143,62102994
26828696717,20838098445,61899863
03928996254,16820198666,61779989
12918598152,07837499377,61717269
14887497460,24857498840,61889287
18837697227,29900699652,62377120
02887996108,07858099069,62574274
03917195586,28887699692,62141319
17827296007,01868498729,61914691
06877796637,26918497284,62548198
05877395083,16877396553,61707514
31928199641,10877396881,61998611
29908399291,18837697227,61940942
01868498729,04910697604,63458254
15857697461,21818895566,63473651
18888599890,08910698444,62340893
13838299045,05837499137,62530925
22012794928,04877798408,62578432
12917897636,19847898405,62551852
08927599628,05908296569,62539279
19847898405,26900698770,63392805
08837699429,15897597672,62680454
09042584239,01868498729,61914691
30928098202,09848498499,61969470
26900698770,09042584239,54384614
25828199830,17878399153,62520670
09897597729,08908097409,62066731
21818397744,16877396553,61707514
31858098001,05908296569,62539279
08837699429,05910698356,63394324
16907198964,28848196780,61808878
19900698707,08908097409,62066731
20838098445,28857897724,62461523
05908296569,22868099368,62498974
01827196858,11821697214,63457788
28817197061,24827499311,61979433
28878298359,08908196717,63457243
13877697473,24817196736,62314055
16867799412,09871199393,63473663
09907598117,06847296915,61978541
25926196947,25867599331,62552776
01918298513,21827194112,62048589
01827196858,05897596999,62472492
22817998635,24900698964,62116973
21887396539,17878399153,62520670
09898499828,19080635004,52247995
05910698356,02927499854,62653948
07837499377,04927697349,62020252
02888597894,12917897636,61908565
07887999583,03928996254,62076208
30858398106,01918298513,61734983
22012794928,30081866380,56258200
03927196602,23837899184,62066324
02907898469,28878298359,62646328
01868498729,30081866380,56258200
05837499137,10877396881,61998611
15908097472,24073313267,60898596
26900698770,08817298762,62613546
21917795727,16857596939,61973275
19867196296,19908296748,62391859
30081859031,04837796275,62356032
25900698731,22868099368,62498974
27917697499,12887497654,62688411
02887996108,02837397440,61730988
08918498770,16887797149,61882577
28900698234,03907196622,62116582
09042584239,22012794928,59818493
23837899184,30858398106,62065788
22867797274,01042775947,50651660
06817598232,07867196670,61706779
12917897636,17827296007,62029603
19877295837,07837899502,62386627
20838098445,29818596713,62366523
10848196636,26828696717,63473636
06897496230,12908298029,62639530
10817497565,12848398495,61959356
15897597672,02837397440,61730988
03917499984,13838299045,62231720
31900699398,01847298940,62236730
29818596713,26900698770,63392805
02888597894,20838098445,61899863
24100462350,08908097409,62066731
19848298770,19818498147,62409697
21917795727,22877699416,62654620
23917497915,01847298940,62236730
22837698239,09898499828,62452295
22900699194,24827499311,61979433
10848196636,11821697214,63457788
03927196602,30858398106,62065788
22887699163,19080635004,52247995
03928996254,26837297760,62657966
12917897636,29818596713,62366523
18837697227,07917197029,62054785
19847396329,20838098445,61899863
08080865024,03917499208,61933924
04877798408,08837699429,62223640
10837899015,19848298770,61735405
04917499328,22887699163,61948194
11821697214,03907196622,62116582
19847396329,03907196622,62116582
03917195586,04917499328,62008265
17868197463,05910698356,63394324
17918098143,19908296748,62391859
06848297737,20827699579,61909232
08857699409,08918498770,61985894
02837397440,28900699885,63392600
21827194112,24827499311,61979433
23062238100,18868598936,62047450
19877797328,01827196858,62226285
09928399491,29917696673,62455359
02927499854,13838299045,62231720
08868098970,29917696673,62455359
12827699738,02927499854,62653948
29908399291,29918499626,62594115
09042584239,04910697604,63458254
21900698604,12918598152,61873710
30877997460,24907797321,62592331
19877797328,09928399491,62037432
11821697214,28900698234,63392362
02898399500,16052664288,59514226
30081866380,08837699429,62223640
08080853484,30081859031,56257995
19900698707,18907796422,61792404
08867198459,08848497828,61863790
04910697604,26908597043,62596584
19080635004,07837899502,62386627
11917598357,07021100840,54171040
11887498409,07827699238,61867997
29917696673,10848196636,62374997
02928196944,22900699941,62538604
11818496143,01918298513,61734983
28878298359,08868098970,61735752
10848196636,19847396329,62666419
03908596624,02928196944,62595226
08908097409,18907796422,61792404
16867799412,09816396783,62130848
31858098001,20817696512,62359586
02888597894,29818596713,62366523
17868197463,12827699738,61894708
05837499137,03917195586,62570241
17827296007,04910697604,63458254
03910699929,28867899482,61799606
16888896213,08848497828,61863790
26858599309,19877797328,61714443
19848298770,26817896145,62089714
06927499981,24918097909,63473659
29917696673,05897596999,62472492
20858196869,16818398976,61962023
08817298762,01868498729,61914691
09898499828,01907495651,62647770
13928399014,02907898469,62641574
07928299079,21917795727,62527747
16857596939,08848497828,61863790
